epoch,accuracy,loss,val_accuracy,val_loss
0,0.7693125009536743,0.4825555682182312,0.846750020980835,0.36524704098701477
1,0.832812488079071,0.3739745318889618,0.878250002861023,0.28465983271598816
2,0.8519999980926514,0.33744826912879944,0.8942499756813049,0.2636552155017853
3,0.8580625057220459,0.322525292634964,0.8870000243186951,0.2794020473957062
4,0.8672500252723694,0.31076714396476746,0.9010000228881836,0.24853913486003876
5,0.8691874742507935,0.2980857491493225,0.9067500233650208,0.23077534139156342



Test_metrics,0.8606030941009521,0.351876825094223
